id;locale;key;value
86799;de;activemodel.attributes.area.area_type;Gebiet
86830;de;activemodel.attributes.attachment.attachment_collection_id;Verzeichnis (falls in einem Ordner)
86831;de;activemodel.attributes.budget.decidim_scope_id;Thema
86835;de;activemodel.attributes.collaborative_draft.decidim_scope_id;Thema
86836;de;activemodel.attributes.collaborative_draft.scope_id;Thema
86837;de;activemodel.attributes.component.weight;Reihenfolge (1 = an erster Stelle, je höher desto weiter rechts in Navigation)
86603;de;activemodel.attributes.organization.highlighted_content_banner_enabled;Zeige das hervorgehobene Inhaltsbanner an
86633;de;activemodel.attributes.project.decidim_scope_id;Thema
86639;de;activemodel.attributes.question.question_type;Fragetyp
86642;de;activemodel.attributes.result.decidim_scope_id;Thema
86643;de;activemodel.attributes.scope.parent_id;Übergeordnetes Element
86644;de;activemodel.attributes.sortition.decidim_category_id;Kategorien der Vorschläge, in denen die die Auslosung anwenden möchtest
86645;de;activemodel.attributes.sortition.target_items;Anzahl der auszuwählenden Vorschläge (gibt die Anzahl der Vorschläge an, die du auswählen kannst, indem du mehrere der Vorschläge auswählst, die du zuvor ausgewählt hast)
;de;activemodel.attributes.suggestion.body;Fügen du deinen Kommentar hinzu
;de;activemodel.errors.models.answer.attributes.choices.too_many;Du kannst maximal %{count} auswählen.
86651;de;activemodel.errors.new_import.attributes.file.invalid_file;Ungültige Datei, bitte überprüfe, ob die Datei korrekt formatiert ist.
86767;de;decidim.amendments.amendable.promote_confirm_text;Möchtest du diese Erweiterung wirklich fördern?
86768;de;decidim.amendments.amendable.promote_help_text;Du kannst diese Erweiterung fördern und als unabhängige %{model_name}
86769;de;decidim.amendments.emendation.actions.help_text;Überprüfe die Änderungen und akzeptiere diese Änderung oder lehne diese ab. Eine Benachrichtigung wird an den / die Verfasser gesendet.
86770;de;decidim.amendments.promoted.success;Erfolgreich hervorgehoben.
86771;de;decidim.amendments.rejected.error;Beim Ablehnen dieser Änderung ist ein Fehler aufgetreten. Bitte versuche es später erneut
86772;de;decidim.amendments.review.heading;Überprüfe die Änderung
86777;de;decidim.amendments.review.send;Akzeptiere den Änderungsantrag
86778;de;decidim.amendments.wizard_step_form.steps.1;Erstelle deine Änderung
86779;de;decidim.amendments.wizard_step_form.steps.2;Vergleiche deinen Änderungsvorschlag
86979;de;decidim.application.photos.related_photos;Dazugehörige Bilder
87008;de;decidim.block_user_mailer.notify.body_1;Dein Account wurde gesperrt.
87009;de;decidim.block_user_mailer.notify.subject;Dein Konto wurde von %{organization_name} gesperrt
87057;de;decidim.components.budgets.settings.global.announcement;Ankündigung (kommt oberhalb des Textes in einem blauen Balken zu stehen)
87058;de;decidim.components.budgets.settings.global.resources_permissions_enabled;Aktionsberechtigungen können für jede Veranstaltung festgelegt werden
87059;de;decidim.components.budgets.settings.global.scope_id;Thema
87060;de;decidim.components.budgets.settings.global.scopes_enabled;Wähle ein Thema aus
87061;de;decidim.components.budgets.settings.step.announcement;Ankündigung (kommt oberhalb des Textes in einem blauen Balken zu stehen)
87069;de;decidim.components.component_order_selector.order.post;Blog-Post
87076;de;decidim.components.dummy.settings.global.enable_pads_creation;Aktiviere die Pads-Erstellung (noch nicht anwendbar)
87077;de;decidim.components.dummy.settings.global.scope_id;Thema
87078;de;decidim.components.dummy.settings.global.scopes_enabled;Wähle ein Thema aus
87079;de;decidim.components.dummy.settings.step.amendments_visibility;Sichtbarkeit der Vorschlagsänderungen
87093;de;decidim.components.pages.settings.global.announcement;Ankündigung (kommt oberhalb des Textes in einem blauen Balken zu stehen)
87094;de;decidim.components.pages.settings.step.announcement;Ankündigung (kommt oberhalb des Textes in einem blauen Balken zu stehen)
88276;de;decidim.content_blocks.metadata.name;Metadaten
88277;de;decidim.content_blocks.social_networks_metadata.name;Soziale Netzwerke
87182;de;decidim.core.actions.login_before_access;Bitte melde dich mit deinem Konto an, um auf diese Seite zuzugreifen
87183;de;decidim.core.actions.unauthorized;Du bist nicht berechtigt, diese Aktion auszuführen
;de;decidim.design.foundations.accessibility.color_contrast_paragraph;Wenn du die Benutzeroberfläche erstellen oder die Farben ändern, stellen du immer sicher, dass du mit deinen Änderungen nicht die Barrierefreiheit verletzen. Du kannst mit der Farbkontrastprüfung sicherstellen, dass deine Textfarben ausreichend Kontrast zur Hintergrundfarbe haben, auf der sie angezeigt werden.
;de;decidim.design.foundations.color.description_p1;Wir bieten eine Grundpalette mit wenigen Farben, so dass kleinere Anpassungen einfach sind. Du kannst die Grundpalette entweder im Administrationsbereich oder in der Tailwind-Konfigurationsdatei ändern, wenn du erweiterte Anpassungen vornehmen möchten.
;de;decidim.design.foundations.color.description_p2_html;Wenn du die Farben anpassen, denken du an den %{contrast_link}. Du kannst den Kontrast deiner Auswahl mit %{checker_link} oder anderen ähnlichen Tools überprüfen.
