id;locale;key;value
86838;de;activemodel.attributes.conference.copy_components;Kopiere Komponenten
86839;de;activemodel.attributes.conference.decidim_scope_id;Thema
86840;de;activemodel.attributes.conference.hashtag;Hashtag (führt auf Twitter)
86841;de;activemodel.attributes.conference.participatory_processes_ids;Dazugehörige Projekte
86842;de;activemodel.attributes.conference.promoted;Hervorgehoben
86843;de;activemodel.attributes.conference.scope_id;Thema
86844;de;activemodel.attributes.conference.scopes_enabled;Wähle ein Thema aus
86845;de;activemodel.attributes.conference.show_statistics;Statistiken anzeigen
86710;de;decidim.admin.models.registration_type.name;Anmeldeart
86942;de;decidim.admin.registration_types.create.success;Die Anmelde-Funktion wurde erfolgreich zu dieser Veranstaltung hinzugefügt.
86943;de;decidim.admin.registration_types.update.success;Die Anmelde-Funktion für diese Veranstaltung wurde erfolgreich aktualisiert.
87160;de;decidim.conferences.admin.conference_invites.new.explanation;Der Benutzer oder die Benutzerin wird eingeladen, an einer Konferenz teilzunehmen. Wenn die E-Mail nicht registriert ist, wird er ebenfalls zur Organisation eingeladen.
87161;de;decidim.conferences.admin.conferences.form.available_slots_help;Belasse es auf 0, wenn du unbegrenzte Plätze zur Verfügung hast.
;de;decidim.conferences.admin.invite_join_conference_mailer.invite.invited_existing_user_to_join_a_conference;%{invited_by} hat du eingeladen, an einer Konferenz um %{application}teilzunehmen. Du kannst dies über die unten stehenden Links ablehnen oder akzeptieren.
;de;decidim.conferences.admin.invite_join_conference_mailer.invite.invited_user_to_join_a_conference;%{invited_by} hat du eingeladen, an einer Konferenz auf %{application} teilzunehmen. Du kannst die Einladung über den unten stehenden Link akzeptieren.
87162;de;decidim.conferences.admin.send_conference_diploma_mailer.diploma.diploma_html;"Die Teilnahmebestätigung für die Konferenz <a href=""%{url}"">%{title}</a> ist angehängt."
87164;de;decidim.conferences.conference.registration_confirm.cancel;Abbrechen
87165;de;decidim.conferences.conference.show.going;Angemeldet
87166;de;decidim.conferences.conference_registration_mailer.confirmation.confirmed_html;"Deine Anmeldung zur Konferenz <a href=""%{url}"">%{title}</a> wurde bestätigt."
87167;de;decidim.conferences.conference_registration_mailer.confirmation.details_1;Du bist mit dem Typ %{registration_type} zur Konferenz angemeldet. Es kostet %{price} und du kannst an folgenden Events teilnehmen:
87168;de;decidim.conferences.conference_registration_mailer.confirmation.details_2;Du findest die Details der Konferenz im Anhang.
87169;de;decidim.conferences.conference_registration_mailer.pending_validation.confirmation_pending;Du erhältst in Kürze eine Bestätigung
87170;de;decidim.conferences.conference_registration_mailer.pending_validation.details;Du hast dich für %{registration_type} Typ mit einem Preis von %{price} angemeldet und können an den folgenden Events teilnehmen:
87171;de;decidim.conferences.conference_registration_mailer.pending_validation.pending_html;"Deine Anmeldung zur Konferenz <a href=""%{url}"">%{title}</a> steht noch aus."
87172;de;decidim.conferences.conference_registrations.create.success;Du bist der Konferenz erfolgreich beigetreten.
;de;decidim.conferences.conference_registrations.create.unauthorized;Du musst sich anmelden, um sich bei der Konferenz anzumelden.
87173;de;decidim.conferences.conference_registrations.decline_invitation.success;Du hast die Einladung erfolgreich abgelehnt.
