id;locale;key;value
86653;de;activemodel.models.decidim/gamification/level_up_event;Du bist um ein Level aufgestiegen
87220;de;decidim.endorsement_buttons_cell.endorse;Befürworten
87228;de;decidim.events.amendments.amendment_accepted.affected_user.email_intro;Eine Emendation wurde für %{amendable_title}akzeptiert. Du kannst es auf dieser Seite sehen:
87229;de;decidim.events.amendments.amendment_accepted.affected_user.email_outro;Du hast diese Benachrichtigung erhalten, weil du ein Autor von %{amendable_title} bist.
87230;de;decidim.events.amendments.amendment_accepted.affected_user.notification_title;"Der <a href=""%{emendation_path}"">Änderungsantrag</a> der durch <a href=""%{emendation_author_path}"">%{emendation_author_nickname}</a> hinzugefügt wurde, wurde für <a href=""%{amendable_path}"">%{amendable_title}</a> akzeptiert."
87231;de;decidim.events.amendments.amendment_accepted.follower.email_intro;Eine Emendation wurde für %{amendable_title}akzeptiert. Du kannst es auf dieser Seite sehen:
87232;de;decidim.events.amendments.amendment_accepted.follower.email_outro;Du hast diese Benachrichtigung erhalten, weil du %{amendable_title} folgst. Wenn du keine Benachrichtigungen mehr erhalten möchtest, kannst du das in deinen Profileinstellungen angeben.
87233;de;decidim.events.amendments.amendment_accepted.follower.notification_title;"Die <a href=""%{emendation_path}"">Abänderung</a> die durch <a href=""%{emendation_author_path}"">%{emendation_author_nickname}</a> wurde, wurde für <a href=""%{amendable_path}"">%{amendable_title}</a>."
87234;de;decidim.events.amendments.amendment_created.affected_user.email_intro;Eine neue Ausgabe wurde für %{amendable_title}. Du kannst es auf dieser Seite sehen:
87235;de;decidim.events.amendments.amendment_created.affected_user.email_outro;Du hast diese Benachrichtigung erhalten, weil du ein Autor von %{amendable_title} bist.
87236;de;decidim.events.amendments.amendment_created.affected_user.notification_title;"Es gibt eine neue Änderung für <a href=""%{amendable_path}"">%{amendable_title}</a>."
87237;de;decidim.events.amendments.amendment_created.follower.email_intro;Eine neue Ausgabe wurde für %{amendable_title}. Du kannst es auf dieser Seite sehen:
87239;de;decidim.events.amendments.amendment_created.follower.email_outro;Du hast diese Benachrichtigung erhalten, weil du %{amendable_title} bist. Wenn du keine Benachrichtigungen mehr erhalten möchtest, kannst du das in deinen Profileinstellungen angeben.
87240;de;decidim.events.amendments.amendment_created.follower.notification_title;"Es gibt eine neue Änderung für <a href=""%{amendable_path}"">%{amendable_title}</a>."
87241;de;decidim.events.amendments.amendment_promoted.affected_user.email_intro;Eine für %{amendable_title} abgelehnte Ausgabe wurde zu einer unabhängigen %{amendable_type}. Du kannst es auf dieser Seite sehen:
